page_index,predicted_label,text_source,text_chars,text_empty,fused_giay_gui_tien_tiet_kiem,fused_the_tiet_kiem_ban_sao,fused_to_trinh_uu_dai_lai_suat,fused_giay_to_chung_minh_cu_tru,img_giay_gui_tien_tiet_kiem,img_the_tiet_kiem_ban_sao,img_to_trinh_uu_dai_lai_suat,img_giay_to_chung_minh_cu_tru
196,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.695307,0.0,0.509895,470.2796,463.5136,448.0738,459.3964
197,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.768792,0.571081,0.0,702.8632,670.2657,642.3911,561.876
198,to_trinh_uu_dai_lai_suat,empty,0,True,0.947732,0.799343,1.0,0.0,650.7361,630.0099,658.0367,518.3613
199,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.871388,0.789553,0.0,678.525,662.888,652.9381,556.9417
200,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.706584,0.363033,0.0,647.0967,618.8507,585.7784,550.8306
201,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.799372,0.316267,0.0,643.5134,623.7349,576.1089,544.9303
202,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.779494,0.575675,0.0,707.238,684.7521,663.9679,605.2641
203,to_trinh_uu_dai_lai_suat,empty,0,True,0.981396,0.819168,1.0,0.0,653.2699,631.1831,655.8028,519.6564
204,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.814682,0.577851,0.0,726.1837,709.6766,688.581,637.1092
205,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.765601,0.293619,0.0,649.4494,628.8917,587.4971,561.7456
206,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.75677,0.343347,0.0,655.6251,627.1298,578.6957,538.4713
207,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.780602,0.358619,0.0,648.062,623.4006,575.9678,535.6574
208,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.710755,0.240267,0.0,647.7839,623.5004,584.0004,563.8288
209,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.752903,0.595771,0.0,712.025,682.8571,664.3088,593.9825
210,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.860473,0.959351,0.0,658.7646,641.0775,653.6118,531.9999
211,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.840716,0.528569,0.0,716.5493,702.2794,674.3148,626.9614
212,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.743899,0.545418,0.0,708.2108,677.7415,654.1273,589.2368
213,to_trinh_uu_dai_lai_suat,empty,0,True,0.963384,0.826695,1.0,0.0,654.4213,635.8087,659.4071,523.2405
214,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.833882,0.728252,0.0,688.1859,667.5167,654.3737,563.7609
215,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.762005,0.599149,0.0,683.9594,653.9871,633.4775,558.0226
216,the_tiet_kiem_ban_sao,empty,0,True,0.639953,1.0,0.471542,0.0,656.9891,723.8326,625.7233,538.1805
217,the_tiet_kiem_ban_sao,empty,0,True,0.333515,1.0,0.514298,0.0,591.3608,769.5275,639.6882,502.2046
218,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.654716,0.489707,0.0,711.4349,659.0977,634.0862,559.8577
219,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.537519,0.472239,0.0,753.4913,656.5928,642.9154,543.9724
220,the_tiet_kiem_ban_sao,empty,0,True,0.83291,1.0,0.567714,0.0,696.1619,716.5523,663.7993,594.5197
221,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.780478,0.63604,0.0,675.9196,648.255,630.0527,549.8977
222,the_tiet_kiem_ban_sao,empty,0,True,0.702476,1.0,0.515327,0.0,668.7269,725.033,633.3091,535.7842
223,the_tiet_kiem_ban_sao,empty,0,True,0.373497,1.0,0.551089,0.0,595.7125,765.2761,643.7778,494.6253
224,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.570839,0.444873,0.0,716.3521,651.5538,632.5344,565.3638
225,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.544032,0.490283,0.0,739.5566,646.1263,635.1129,534.6513
226,giay_to_chung_minh_cu_tru,empty,0,True,0.0306,0.15423,0.0,1.0,563.4343,583.1749,558.5483,718.2232
227,giay_to_chung_minh_cu_tru,empty,0,True,0.591165,0.571384,0.0,1.0,493.3055,491.9081,451.5421,522.1882
228,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.743332,0.685603,0.0,696.2549,669.6993,663.7266,592.7924
229,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.816084,0.924339,0.0,650.2799,627.0853,640.7379,524.1652
230,to_trinh_uu_dai_lai_suat,empty,0,True,0.908984,0.740011,1.0,0.0,659.8162,631.5214,675.0569,507.606
231,the_tiet_kiem_ban_sao,empty,0,True,0.806348,1.0,0.519217,0.0,699.4059,724.0486,662.868,596.7964
232,to_trinh_uu_dai_lai_suat,empty,0,True,0.61521,0.511724,1.0,0.0,637.0198,615.1525,718.3281,507.0223
233,to_trinh_uu_dai_lai_suat,empty,0,True,0.571057,0.432997,1.0,0.0,653.385,629.0378,729.0299,552.678
234,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.552727,0.409476,0.0,667.0387,612.4578,594.9768,545.0083
235,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.851237,0.775032,0.0,664.9846,645.3128,635.2357,532.7483
236,to_trinh_uu_dai_lai_suat,empty,0,True,0.916409,0.781395,1.0,0.0,628.6489,611.2593,639.4153,510.6173
237,to_trinh_uu_dai_lai_suat,empty,0,True,0.755258,0.657555,1.0,0.0,614.7391,597.4547,658.0356,481.1285
238,to_trinh_uu_dai_lai_suat,empty,0,True,0.731643,0.785634,1.0,0.0,594.8901,605.5646,647.9464,450.2382
239,to_trinh_uu_dai_lai_suat,empty,0,True,0.714184,0.853896,1.0,0.0,573.0116,598.2303,624.603,444.0975
240,to_trinh_uu_dai_lai_suat,empty,0,True,0.688629,0.890876,1.0,0.0,572.7375,607.0968,625.6357,455.7478
241,the_tiet_kiem_ban_sao,empty,0,True,0.776852,1.0,0.96906,0.0,571.6953,606.4491,601.6304,450.7059
242,to_trinh_uu_dai_lai_suat,empty,0,True,0.927296,0.927302,1.0,0.0,628.4431,628.444,639.0809,492.7643
243,to_trinh_uu_dai_lai_suat,empty,0,True,0.612116,0.501924,1.0,0.0,618.3786,599.4695,684.9398,513.3389
244,to_trinh_uu_dai_lai_suat,empty,0,True,0.65263,0.467002,1.0,0.0,657.6416,630.9346,707.6192,563.7451
245,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.531889,0.446438,0.0,757.574,660.7865,643.1184,550.8121
246,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.79944,0.76093,0.0,688.9037,667.5654,663.4683,582.5103
247,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.775863,0.873178,0.0,661.5612,633.3013,645.5711,535.4779
248,to_trinh_uu_dai_lai_suat,empty,0,True,0.983885,0.763895,1.0,0.0,667.7174,635.2956,670.0925,522.7136
249,the_tiet_kiem_ban_sao,empty,0,True,0.83304,1.0,0.467332,0.0,711.5038,729.9084,671.1904,619.6747
250,to_trinh_uu_dai_lai_suat,empty,0,True,0.642565,0.528277,1.0,0.0,651.4711,627.5184,726.3833,516.8009
251,to_trinh_uu_dai_lai_suat,empty,0,True,0.543373,0.431839,1.0,0.0,650.4269,629.0553,737.9234,546.3086
252,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.281948,0.122371,0.0,709.4457,678.681,671.844,666.6011
253,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.489352,0.611946,0.0,591.5978,561.3097,568.5811,532.2848
254,the_tiet_kiem_ban_sao,empty,0,True,0.620821,1.0,0.847449,0.0,544.4883,613.3323,585.6351,431.7717
255,to_trinh_uu_dai_lai_suat,empty,0,True,0.684309,0.805416,1.0,0.0,566.3807,591.3392,631.4402,425.3541
256,to_trinh_uu_dai_lai_suat,empty,0,True,0.663023,0.791497,1.0,0.0,675.4768,695.8839,729.0028,570.1611
257,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.925341,0.337889,0.0,653.1091,649.2498,618.8823,601.4156
258,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.937025,0.990137,0.0,654.3611,646.6786,653.1579,532.3677
259,to_trinh_uu_dai_lai_suat,empty,0,True,0.893619,0.780823,1.0,0.0,629.4279,613.2233,644.7108,501.0484
260,to_trinh_uu_dai_lai_suat,empty,0,True,0.925125,0.826363,1.0,0.0,617.2232,604.4401,626.9146,497.4806
261,to_trinh_uu_dai_lai_suat,empty,0,True,0.749213,0.74398,1.0,0.0,614.8137,613.8618,660.4297,478.5381
262,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.978197,0.913002,0.0,668.5906,666.131,658.7764,555.782
263,to_trinh_uu_dai_lai_suat,empty,0,True,0.825298,0.620096,1.0,0.0,622.6923,590.5871,650.0255,493.5692
264,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.564055,0.542291,0.0,588.1706,564.101,562.8993,532.958
265,the_tiet_kiem_ban_sao,empty,0,True,0.580267,1.0,0.833241,0.0,530.075,605.4713,575.5166,425.8421
266,to_trinh_uu_dai_lai_suat,empty,0,True,0.683134,0.809623,1.0,0.0,564.8621,591.1934,630.8242,422.654
267,to_trinh_uu_dai_lai_suat,empty,0,True,0.683741,0.862899,1.0,0.0,661.8508,695.5806,721.3922,533.1242
268,the_tiet_kiem_ban_sao,empty,0,True,0.827006,1.0,0.315833,0.0,644.4823,653.1783,618.7869,602.9107
269,the_tiet_kiem_ban_sao,empty,0,True,0.821807,1.0,0.95734,0.0,675.8643,693.2239,689.0679,595.8031
270,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.980699,0.260816,0.0,515.0806,513.889,469.4427,453.3396
271,the_tiet_kiem_ban_sao,empty,0,True,0.915038,1.0,0.547598,0.0,489.1183,495.9726,459.4753,415.2982
272,the_tiet_kiem_ban_sao,empty,0,True,0.761384,1.0,0.607629,0.0,494.4103,514.1998,481.6587,431.2651
273,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.908911,0.901915,0.0,605.3119,597.8104,597.2343,522.9587
274,the_tiet_kiem_ban_sao,empty,0,True,0.599034,1.0,0.469937,0.0,647.9677,727.7705,622.2739,528.7441
275,the_tiet_kiem_ban_sao,empty,0,True,0.350712,1.0,0.490619,0.0,595.3366,774.7864,634.004,498.407
276,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.6093,0.488877,0.0,724.0038,659.9523,640.21,560.0632
277,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.530175,0.466682,0.0,738.8599,641.1794,627.9788,530.9517
278,giay_to_chung_minh_cu_tru,empty,0,True,0.597114,0.299266,0.0,1.0,496.8767,480.7418,464.5302,518.7015
279,giay_to_chung_minh_cu_tru,empty,0,True,0.0,0.001735,0.075887,1.0,597.4193,597.5822,604.5435,691.2972
280,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.698345,0.731963,0.0,679.3528,655.7869,658.4132,601.2308
281,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.883516,0.979705,0.0,640.9156,626.2155,638.3544,514.717
282,to_trinh_uu_dai_lai_suat,empty,0,True,0.863561,0.667182,1.0,0.0,639.3767,609.1337,660.3887,506.3856
283,the_tiet_kiem_ban_sao,empty,0,True,0.797319,1.0,0.603356,0.0,693.1776,723.3998,664.2551,574.287
284,to_trinh_uu_dai_lai_suat,empty,0,True,0.568068,0.448234,1.0,0.0,634.9982,610.378,723.74,518.287
285,to_trinh_uu_dai_lai_suat,empty,0,True,0.638198,0.507726,1.0,0.0,642.7161,617.5952,712.3772,519.8381
286,to_trinh_uu_dai_lai_suat,empty,0,True,0.357457,0.612428,1.0,0.0,640.3746,677.0328,732.7555,588.9816
287,the_tiet_kiem_ban_sao,empty,0,True,0.63874,1.0,0.475229,0.0,655.2927,727.8062,622.4722,527.0823
288,the_tiet_kiem_ban_sao,empty,0,True,0.362714,1.0,0.523112,0.0,591.825,765.2095,635.4639,493.1423
289,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.596886,0.447142,0.0,718.7197,655.2892,631.7267,561.3684
290,the_tiet_kiem_ban_sao,empty,0,True,0.632724,1.0,0.479489,0.0,657.3939,733.5168,625.6339,526.2535
291,the_tiet_kiem_ban_sao,empty,0,True,0.368447,1.0,0.523689,0.0,594.2407,764.6803,636.1364,494.8066
292,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.563026,0.399023,0.0,715.1951,646.3193,620.4692,557.5753
293,the_tiet_kiem_ban_sao,empty,0,True,0.616143,1.0,0.445053,0.0,654.3393,730.7814,620.2679,531.639
294,the_tiet_kiem_ban_sao,empty,0,True,0.360427,1.0,0.506259,0.0,596.926,761.874,634.5365,503.9706
295,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.592362,0.433148,0.0,717.645,655.655,631.4431,565.5736
296,the_tiet_kiem_ban_sao,empty,0,True,0.589624,1.0,0.413127,0.0,649.52,730.2476,614.8004,533.5317
297,the_tiet_kiem_ban_sao,empty,0,True,0.360141,1.0,0.497522,0.0,595.0823,764.0608,631.3627,499.9736
298,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.604468,0.411804,0.0,715.4611,652.1553,621.3188,555.4086
299,the_tiet_kiem_ban_sao,empty,0,True,0.609265,1.0,0.456871,0.0,654.3405,731.9056,624.0887,533.3948
300,the_tiet_kiem_ban_sao,empty,0,True,0.343041,1.0,0.478661,0.0,589.1833,769.3613,626.3787,495.1008
301,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.601321,0.435744,0.0,715.4136,650.7476,623.8909,553.2128
302,the_tiet_kiem_ban_sao,empty,0,True,0.611163,1.0,0.450908,0.0,656.0662,733.1118,624.3127,534.9682
303,the_tiet_kiem_ban_sao,empty,0,True,0.351648,1.0,0.494599,0.0,596.5146,770.0343,634.7727,502.4022
304,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.608085,0.386622,0.0,710.5534,651.3104,617.8335,559.3906
305,the_tiet_kiem_ban_sao,empty,0,True,0.586614,1.0,0.413372,0.0,653.1957,734.1813,619.256,538.2732
306,the_tiet_kiem_ban_sao,empty,0,True,0.338253,1.0,0.475885,0.0,586.1453,770.7883,624.5477,491.7646
307,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.641714,0.44276,0.0,717.103,660.9308,629.7388,560.3226
308,the_tiet_kiem_ban_sao,empty,0,True,0.596647,1.0,0.455054,0.0,651.7124,732.5624,623.3308,532.1175
309,the_tiet_kiem_ban_sao,empty,0,True,0.347614,1.0,0.482791,0.0,594.455,775.2639,631.9193,498.1135
310,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.557379,0.373157,0.0,714.3729,644.6339,615.6082,556.8138
311,the_tiet_kiem_ban_sao,empty,0,True,0.619854,1.0,0.45191,0.0,655.0809,729.6758,622.1259,533.4491
312,the_tiet_kiem_ban_sao,empty,0,True,0.343372,1.0,0.476326,0.0,592.1918,771.1631,628.4298,498.6019
313,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.568658,0.401317,0.0,714.5089,646.0046,619.4282,555.6923
314,the_tiet_kiem_ban_sao,empty,0,True,0.599327,1.0,0.427743,0.0,648.9943,729.4387,614.5449,528.6656
315,the_tiet_kiem_ban_sao,empty,0,True,0.349929,1.0,0.484269,0.0,597.218,767.4318,632.3934,505.5931
316,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.630233,0.449578,0.0,713.7908,658.0673,630.8428,563.0917
317,the_tiet_kiem_ban_sao,empty,0,True,0.6161,1.0,0.452993,0.0,654.1662,730.4162,621.77,531.7966
318,the_tiet_kiem_ban_sao,empty,0,True,0.34197,1.0,0.479452,0.0,591.9371,767.2346,628.562,500.837
319,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.600123,0.41872,0.0,714.6276,651.3712,622.6751,556.438
320,the_tiet_kiem_ban_sao,empty,0,True,0.638127,1.0,0.497915,0.0,650.7442,723.8065,622.4353,521.9059
321,the_tiet_kiem_ban_sao,empty,0,True,0.344978,1.0,0.47894,0.0,589.8272,775.286,627.7564,492.1525
322,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.630745,0.444585,0.0,720.7906,660.6877,630.387,558.0228
323,the_tiet_kiem_ban_sao,empty,0,True,0.624581,1.0,0.414267,0.0,659.4831,731.7819,618.9807,539.2005
324,the_tiet_kiem_ban_sao,empty,0,True,0.366257,1.0,0.503249,0.0,595.7075,762.8135,631.8296,499.1324
325,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.646431,0.443674,0.0,716.789,663.3236,632.6636,565.5729
326,the_tiet_kiem_ban_sao,empty,0,True,0.613018,1.0,0.452875,0.0,654.9001,732.243,622.8937,532.3813
327,the_tiet_kiem_ban_sao,empty,0,True,0.344762,1.0,0.504101,0.0,596.3439,766.674,637.7642,506.7223
328,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.594708,0.403981,0.0,715.5127,653.0483,623.6532,561.391
329,the_tiet_kiem_ban_sao,empty,0,True,0.621311,1.0,0.438848,0.0,658.2869,734.7535,621.4432,532.8291
330,the_tiet_kiem_ban_sao,empty,0,True,0.358729,1.0,0.491355,0.0,596.328,764.4556,631.0996,502.2769
331,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.553357,0.314578,0.0,718.6243,653.6364,618.8931,573.1211
332,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.674528,0.78748,0.0,672.4767,647.7897,656.3571,596.6269
333,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.935881,0.792297,0.0,684.3438,679.2445,667.8257,604.8164
334,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.690979,0.756918,0.0,675.3381,651.2861,656.4184,597.5053
335,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.932712,0.873444,0.0,679.2789,674.4484,670.1937,607.4915
336,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.727602,0.827039,0.0,677.5173,654.1194,662.6606,591.6211
337,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.931166,0.767996,0.0,688.6056,683.7936,672.3868,618.6984
338,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.674835,0.772187,0.0,683.9053,659.7487,666.981,609.6149
339,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.923986,0.814978,0.0,683.6109,678.0691,670.1219,610.7061
340,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.831585,0.870096,0.0,672.2736,651.0244,655.8834,546.1021
341,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.775976,0.790767,0.0,720.9506,707.4287,708.3215,660.5917
342,giay_to_chung_minh_cu_tru,empty,0,True,0.102517,0.0,0.037124,1.0,611.0247,600.0948,604.0529,706.7094
343,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.767101,0.683722,0.0,655.7316,631.4516,622.7593,551.4805
344,the_tiet_kiem_ban_sao,empty,0,True,0.656715,1.0,0.457111,0.0,664.9804,731.4534,626.3295,537.8153
345,the_tiet_kiem_ban_sao,empty,0,True,0.35863,1.0,0.490625,0.0,593.2572,769.8403,629.5983,494.5184
346,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.596996,0.509721,0.0,716.6223,648.019,633.1624,546.3928
347,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.519063,0.441298,0.0,759.7588,655.9318,639.1437,543.8742
348,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.518022,0.465991,0.0,751.8895,649.4685,638.4117,539.3881
349,giay_to_chung_minh_cu_tru,empty,0,True,0.031485,0.004457,0.0,1.0,594.5571,591.8567,591.4114,691.3239
350,the_tiet_kiem_ban_sao,empty,0,True,0.773291,1.0,0.5729,0.0,659.9575,703.8844,621.1299,510.1255
351,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.659367,0.715641,0.0,683.0004,653.1923,658.1167,595.4923
352,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.806675,0.941889,0.0,638.16,614.019,630.9036,513.2869
353,to_trinh_uu_dai_lai_suat,empty,0,True,0.910835,0.747863,1.0,0.0,650.6804,625.7466,664.3221,511.3275
354,to_trinh_uu_dai_lai_suat,empty,0,True,0.548393,0.435422,1.0,0.0,637.2446,614.7419,727.2003,528.01
355,to_trinh_uu_dai_lai_suat,empty,0,True,0.715861,0.53101,1.0,0.0,659.3854,626.6479,709.7068,532.6053
356,to_trinh_uu_dai_lai_suat,empty,0,True,0.262526,0.754891,1.0,0.0,610.2293,679.8538,714.5143,573.106
357,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.693055,0.669443,0.0,680.6578,654.2438,652.2118,594.603
358,to_trinh_uu_dai_lai_suat,empty,0,True,0.99164,0.850078,1.0,0.0,638.0531,619.5069,639.1483,508.1377
359,to_trinh_uu_dai_lai_suat,empty,0,True,0.965771,0.775233,1.0,0.0,662.3428,633.3455,667.5519,515.366
360,the_tiet_kiem_ban_sao,empty,0,True,0.579495,1.0,0.510604,0.0,645.2177,740.6578,629.5817,513.6921
361,the_tiet_kiem_ban_sao,empty,0,True,0.331164,1.0,0.447439,0.0,592.5139,797.0673,628.0749,491.2322
362,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.631413,0.456125,0.0,719.2507,661.8683,634.579,563.5685
363,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.772082,0.794115,0.0,680.0826,654.329,656.8185,567.0873
364,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.74566,0.245707,0.0,592.7886,577.1367,546.3699,531.2493
365,the_tiet_kiem_ban_sao,empty,0,True,0.80824,1.0,0.0,0.353035,673.1964,678.7602,649.7456,659.9888
366,giay_to_chung_minh_cu_tru,empty,0,True,0.148304,0.200877,0.0,1.0,614.3716,622.724,590.8102,749.6823
367,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.362767,0.401057,0.0,734.0406,666.2639,670.3365,627.6797
368,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.84175,0.989635,0.0,668.6123,645.8777,667.1232,524.9492
369,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.873992,0.716576,0.0,702.5002,692.9457,681.0097,626.6757
370,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.773637,0.724386,0.0,710.5405,686.8002,681.6349,605.6631
371,to_trinh_uu_dai_lai_suat,empty,0,True,0.848814,0.756087,1.0,0.0,626.0498,611.745,649.3732,495.1041
372,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.905006,0.966248,0.0,658.5093,644.5584,653.5525,511.6486
373,to_trinh_uu_dai_lai_suat,empty,0,True,0.786494,0.899584,1.0,0.0,596.0408,615.2973,632.3956,462.12
374,to_trinh_uu_dai_lai_suat,empty,0,True,0.988618,0.903825,1.0,0.0,701.9586,694.1154,703.0115,610.5124
375,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.732806,0.711433,0.0,729.1671,706.0199,704.1683,642.5365
376,to_trinh_uu_dai_lai_suat,empty,0,True,0.943022,0.914372,1.0,0.0,655.4987,651.6271,663.1981,528.0671
377,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.843619,0.958085,0.0,648.3245,626.5139,642.4785,508.8533
378,to_trinh_uu_dai_lai_suat,empty,0,True,0.741717,0.872302,1.0,0.0,580.4828,603.7847,626.5715,448.1293
379,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.929379,0.800815,0.0,701.3195,694.3741,681.7303,602.973
380,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.726529,0.756611,0.0,704.6673,680.3829,683.0542,615.8666
381,to_trinh_uu_dai_lai_suat,empty,0,True,0.835838,0.770212,1.0,0.0,625.1731,615.1594,650.2222,497.6348
382,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.567229,0.383197,0.0,678.0574,628.9318,608.0414,564.5432
383,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.533927,0.410681,0.0,668.5958,619.031,605.9243,562.2502
384,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.879732,0.737436,0.0,665.1459,652.0194,636.4886,556.0021
385,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.807786,0.527921,0.0,604.1276,585.8466,559.2292,509.02
386,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.858234,0.765822,0.0,670.213,653.1684,642.0576,549.9822
387,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.768512,0.532559,0.0,592.7374,572.1418,551.1489,503.7669
388,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.816177,0.751102,0.0,659.6388,639.1445,631.8893,548.1492
389,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.773329,0.540777,0.0,605.1836,585.4967,565.2991,518.3315
390,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.836658,0.706527,0.0,673.1577,654.178,639.0573,556.9614
391,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.761166,0.5463,0.0,613.4082,590.2393,569.3954,516.3995
392,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.811462,0.781589,0.0,665.1755,642.137,638.4866,542.9797
393,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.77312,0.490754,0.0,608.1641,587.6221,562.0562,517.6224
394,the_tiet_kiem_ban_sao,empty,0,True,0.56935,1.0,0.393473,0.0,637.3195,718.505,604.1633,529.9865
395,the_tiet_kiem_ban_sao,empty,0,True,0.355374,1.0,0.487379,0.0,592.7125,764.7435,627.9408,497.8742
396,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.5176,0.398668,0.0,714.5699,637.9838,619.1022,555.8093
397,the_tiet_kiem_ban_sao,empty,0,True,0.593404,1.0,0.432291,0.0,645.3612,722.4749,614.8049,532.8181
398,the_tiet_kiem_ban_sao,empty,0,True,0.359701,1.0,0.504712,0.0,590.1915,757.915,628.1765,495.9694
399,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.491448,0.430857,0.0,719.1284,631.6617,621.2405,547.1367
400,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.767075,0.668373,0.0,568.768,550.3221,542.5056,489.5754
401,the_tiet_kiem_ban_sao,empty,0,True,0.879274,1.0,0.719111,0.0,561.9117,573.6935,546.2814,476.1028
402,the_tiet_kiem_ban_sao,empty,0,True,0.916408,1.0,0.912869,0.0,558.9752,568.5801,558.5685,453.678
403,the_tiet_kiem_ban_sao,empty,0,True,0.844437,1.0,0.895627,0.0,552.4633,571.3289,558.6713,450.0559
404,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.381843,0.634746,0.0,655.4675,626.7977,638.5272,609.088
405,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.568471,0.470443,0.0,579.0099,560.7986,556.6616,536.8081
406,the_tiet_kiem_ban_sao,empty,0,True,0.570976,1.0,0.812105,0.0,538.8503,615.7637,582.0788,436.4882
407,to_trinh_uu_dai_lai_suat,empty,0,True,0.688272,0.828418,1.0,0.0,565.6582,593.9608,628.6116,426.662
408,to_trinh_uu_dai_lai_suat,empty,0,True,0.622334,0.811503,1.0,0.0,674.7639,702.0349,729.2092,585.0466
409,the_tiet_kiem_ban_sao,empty,0,True,0.949574,1.0,0.281189,0.0,650.476,653.2426,613.8045,598.3769
410,giay_gui_tien_tiet_kiem,empty,0,True,1.0,0.863632,0.963067,0.0,639.9409,625.9047,636.1394,537.012
411,the_tiet_kiem_ban_sao,empty,0,True,0.828929,1.0,0.228709,0.0,636.9604,645.4641,607.1243,595.7554
